10.31775701	0.626506024
13.23364486	3.286746988
15.02803738	4.506024096
20.41121495	5.365060241
27.36448598	5.669879518
33.64485981	5.836144578
35.6635514	3.813253012
38.35514019	2.261445783
39.02803738	0.34939759
40.14953271	-1.285542169
45.08411215	-3.225301205
52.26168224	-3.613253012
58.09345794	-1.534939759
61.90654206	0.127710843
64.37383178	1.153012048
70.42990654	4.53373494
76.48598131	5.531325301
83.43925234	5.753012048
91.96261682	5.753012048
98.24299065	5.891566265
100.9345794	3.896385542
101.6074766	2.56626506
102.953271	1.402409639
104.2990654	-0.703614458
107.2149533	-2.948192771
112.8224299	-3.696385542
