0.296912114	-0.042553191
10.98574822	0.09929078
12.47030879	1.517730496
14.25178147	2.879432624
16.03325416	4.326241135
21.97149644	4.921985816
29.98812352	5.205673759
40.38004751	5.290780142
42.16152019	3.588652482
43.94299287	1.687943262
45.13064133	-0.212765957
46.6152019	-2
47.80285036	-3.843971631
54.63182898	-4.382978723
60.86698337	-2.170212766
65.32066508	-0.468085106
70.36817102	1.34751773
73.33729216	2.680851064
76.3064133	3.560283688
79.27553444	4.780141844
89.96437055	5.205673759
101.8408551	5.319148936
111.3420428	5.34751773
112.5296912	3.645390071
114.0142518	2.226950355
114.9049881	0.893617021
115.4988124	0.127659574
116.3895487	-1.404255319
118.7648456	-3.843971631
124.7030879	-4.382978723
