0.961538462	0.000576923
1.008442777	-0.000771635
1.07879925	-0.001629808
1.149155722	-0.003591346
1.219512195	-0.006411058
1.336772983	-0.009721154
1.500938086	-0.012908654
1.712007505	-0.015483173
2.485928705	-0.017076923
2.884615385	-0.017322115
3.588180113	-0.017322115
4.033771107	-0.004939904
4.174484053	0.005480769
4.244840525	0.013204327
4.362101313	0.020069712
4.971857411	0.027670673
5.792682927	0.015043269
6.191369606	0.008300481
6.566604128	0.001067308
6.965290807	-0.008004808
7.363977486	-0.014379808
8.184803002	-0.016709135
9.029080675	-0.016954327
9.873358349	-0.016831731
10.38930582	-0.016954327
10.7879925	-0.005430288
10.85834897	0.000822115
11.06941839	0.010384615
11.18667917	0.017127404
11.2804878	0.021786058
11.35084428	0.023625
11.60881801	0.024237981
11.86679174	0.024973558
